"region","lon","lat","obs","pred","e2","DI","AOA","dist_km","depth","exp_C0","exp_C1","exp_C2","exp_C3","exp_C4","exp_C5"
1,-71.6500024298758,-29.649999497168,0.198657086954423,0.40515108081897,0.0426397695021317,0.143752644306344,1,1397.7984257059,1030.69445800781,0.310153220571431,0.345283711347734,0.321082767647347,0.378037592895337,0.308392840224992,0.316759763783012
1,-72.1500024468323,-29.7499994954721,-0.173925197299174,0.245574225359519,0.175979765610977,0.288284590285514,1,1394.20756120962,3921,0.39806535537392,0.383344984391898,0.374964296659559,0.417899229959337,0.330697003909917,0.326255059709155
1,-71.7500024332671,-29.7499994954721,-0.0132282657337552,0.402751063415517,0.173038802279478,0.261922652923009,1,1405.39694191929,2007.05554199219,0.372219255568621,0.380595164261884,0.364672202652,0.440410737591666,0.337347383455589,0.32404013653408
1,-73.2500024841368,-29.9499994920803,-0.585026652029182,-0.11493908189436,0.220982323595261,0.215527245119565,1,1391.00441125266,4439.64599609375,0.338019414933693,0.373572470326183,0.346720238017027,0.322091086119686,0.305218775582884,0.307188887629371
1,-71.8500024366584,-30.1499994886885,0.173186268412274,0.340152228931395,0.0278776319720728,0.262816141296196,1,1445.03069645519,2761.22216796875,0.373018228869879,0.380693283957476,0.36567687854238,0.426531097820596,0.33017137900786,0.32049286986977
1,-71.7500024332671,-30.1499994886885,0.2405492482826,0.335047621617136,0.00892994256287339,0.329645221770969,1,1447.83479728507,1624.74304199219,0.447402220467387,0.388767833978264,0.392950344030606,0.464142255074821,0.363796034080386,0.348886069626982
1,-71.9500024400497,-30.2499994869926,0.126673849645586,0.330559664445518,0.0415694254766321,0.250378249466715,1,1452.96590134121,3133.95825195312,0.362376986761444,0.37924612587043,0.360955181231895,0.41736780512141,0.323407577861548,0.316331783255749
1,-46.5500015786562,-30.2499994869926,-0.408935392973501,-0.298669849543365,0.0121584900679433,0.115585667817208,1,145.486036717943,2469.64575195312,0.303597105499563,0.31765974481825,0.299344216114692,0.281674474941606,0.27867619392327,0.270897463858968
1,-72.050002443441,-30.3499994852967,-0.00877392430750515,0.307272802214294,0.0998855333451449,0.243326011730801,1,1461.01747752904,3476.97216796875,0.356801563245339,0.378324559900257,0.358365112618205,0.408234268636256,0.318869000002689,0.314033003898712
1,-71.9500024400497,-30.3499994852967,0.0681858617461616,0.315760446791049,0.0612931751601482,0.262926336573426,1,1463.64600650418,3164.41650390625,0.37311713919497,0.38070533531332,0.366037145818155,0.421104394228999,0.327038906308598,0.319546044827151
1,-46.3500015718736,-30.6499994802091,-0.327902142064283,-0.321653116611114,3.90503191143487e-05,0.106182362232108,1,193.919127162387,3267.02783203125,0.301524741378566,0.304831903665644,0.29951349193134,0.284537758720364,0.269236186589016,0.276092444690461
1,-71.7500024332671,-31.0499994734255,0.0607963347192034,0.384209920162983,0.104596347249601,0.192313812146738,1,1543.73294685855,454.451385498047,0.32619954663832,0.367654552777124,0.340619800343958,0.39908148329134,0.345079354854196,0.355937851432684
1,-71.9500024400497,-31.1499994717296,0.100370545117563,0.384172117557721,0.0805433325195061,0.254887116573957,1,1549.30552644829,1843.02075195312,0.366115031513446,0.37979326810439,0.36440973080628,0.433730010295995,0.33565212415993,0.322809676801747
1,-71.7500024332671,-31.1499994717296,0.0334237554869497,0.413424478989828,0.144400549862711,0.175222208423551,1,1554.42020724017,472.618041992188,0.319490978158517,0.36179883342468,0.334602782412752,0.39680992135987,0.337120023446402,0.350903824708515
1,-72.050002443441,-31.4499994666419,0.0293837776852097,0.337986349260583,0.0952355471829332,0.238678219120708,1,1579.11186796598,3002.4931640625,0.35330723309311,0.377665412456111,0.358665451413345,0.414153841033137,0.319500288520753,0.313042638445607
1,-48.8500016566564,-31.5499994649461,-0.259637310505756,-0.0505718576305603,0.0437083635859107,0.182936063666302,1,322.343019289398,2431.15966796875,0.322339975730406,0.364615613252081,0.32872482459421,0.303855177030682,0.30480588946755,0.294024339167487
1,-48.1500016329172,-31.7499994615543,-0.318758762624413,-0.142544447906957,0.0310514847113428,0.153086426958984,1,315.167400362252,3023.92358398438,0.312614269233112,0.35137799456695,0.31826945185053,0.288600838567237,0.289042165171761,0.288016702185632
1,-45.7500015515257,-31.7499994615543,-0.204133880524082,-0.358833603439575,0.0239320042701304,0.195510848952735,1,240.343691957625,3670.61108398438,0.327625903040623,0.368599417795188,0.331620876514802,0.332370769302633,0.30078181313525,0.288876100958552
1,-71.6500024298758,-31.8499994598584,0.0644579892269184,0.385821921534672,0.103274776988303,0.207818349677403,1,1631.90078784679,406.868041992188,0.333707988851084,0.371838448404934,0.347937137763721,0.408762085664113,0.352926066065563,0.363798214731468
